Database,,,,,,,,,,,,,,,,
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4,,,,,,,,,
Player_37_42,37,42,1,2,,,D,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,,,1347.8;403.4196
NPC_37_43,37,43,2,1,,,下列對 Git 的敘述哪個是正確的？ \r\nA. 只有程式開發人員才可以使用 Git \r\nB. Git 提升運行程式的效率\r\nC. Git 幫助管理檔案之間的變化\r\nD. Git 不支持團隊間的管理,FALSE,Block,Normal,"Variable[""tag""] == ""4""",,,,,1670.757;281.2247
Player_37_44,37,44,1,2,,,A,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,回顧過程中所有的教學內容,,1524.903;403.2495
Player_37_45,37,45,1,2,,,B,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,回顧過程中所有的教學內容,,1599.184;403.4268
Player_37_46,37,46,1,2,,,C,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""v"";",,回顧過程中所有的教學內容,,1690.263;403.3002
Player_37_47,37,47,1,2,,,D,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,,,1767.542;403.2262
NPC_37_48,37,48,2,1,,,回答正確！,FALSE,Block,Normal,,,,,,212.1738;482.6451
NPC_37_49,37,49,2,1,,,回答正確！,FALSE,Block,Normal,,,,,,930.506;482.3528
NPC_37_50,37,50,2,1,,,回答正確！,FALSE,Block,Normal,,,,,,1290.354;470.8401
NPC_37_52,37,52,2,1,,,版本控制中的回溯功能，以下敘述哪個是正確的？\r\nA. 可以輕易移動到不同的版本中\r\nB. 移動後會將正在開發的內容捨棄掉\r\nC. 和備份檔案的回復版本的方式相似\r\nD. 移動不同版本花費時間成本高,FALSE,Block,Normal,"Variable[""tag""] == ""5""",,,,,2109.741;272.7332
Player_37_53,37,53,1,2,,,A,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""v"";",,回顧過程中所有的教學內容,,2003.333;414.1251
Player_37_54,37,54,1,2,,,B,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,回顧過程中所有的教學內容,,2078.985;414.3025
Player_37_55,37,55,1,2,,,C,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,回顧過程中所有的教學內容,,2170.064;412.8601
Player_37_56,37,56,1,2,,,D,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,,,2260.744;412.3789
NPC_37_57,37,57,2,1,,,版本控制中的歷史追蹤功能中\r\n其中「沒有」哪項記錄？\nA. 提交內容的作者\r\nB. 提交的註解內容\r\nC. 提交內容的時間\r\nD. 提交的文件大小\r,FALSE,Block,Normal,"Variable[""tag""] == ""6""",,,,,2636.673;269.8224
Player_37_58,37,58,1,2,,,A,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,回顧過程中所有的教學內容,,2529.864;399.8394
Player_37_59,37,59,1,2,,,B,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,回顧過程中所有的教學內容,,2606.885;397.277
Player_37_60,37,60,1,2,,,C,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,回顧過程中所有的教學內容,,2696.594;399.8901
Player_37_61,37,61,1,2,,,D,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""v"";",,,,2773.873;399.816
NPC_37_62,37,62,2,1,,,版本控制 與 Git 之間的關係是？ \r\nA. 代表的意思相同，只是名字不同\r\nB. Git 實作了版本控制的概念\r\nC. 兩者之間關係不大\r\nD. Git 支持團隊開發，而版本控制不支持,FALSE,Block,Normal,"Variable[""tag""] == ""7""",,,,,3145.524;211.9098
Player_37_63,37,63,1,2,,,A,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,回顧過程中所有的教學內容,,3021.846;400.9622
Player_37_64,37,64,1,2,,,B,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""v"";",,回顧過程中所有的教學內容,,3097.497;401.1395
Player_37_65,37,65,1,2,,,C,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,回顧過程中所有的教學內容,,3188.576;401.0129
Player_37_66,37,66,1,2,,,D,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""x"";",,,,3265.854;400.9388
NPC_37_68,37,68,2,1,,,另外還有：\n提交的註解、誰做的修改、以及修改的時間,FALSE,Block,Normal,,,,,,2823.351;711.2812
NPC_37_70,37,70,2,1,,,請再嘗試選擇一次答案吧！,FALSE,Block,Normal,,,,,,1478.871;1012.455
NPC_37_71,37,71,2,1,,,,FALSE,Block,Normal,"Variable[""tag""] == ""1""",,Continue(),,,275.5451;332.9461
NPC_37_72,37,72,2,1,,,恭喜您答對了這題！\n讓我們繼續吧,FALSE,Block,Normal,,,,,,1678.453;1047.613
NPC_37_73,37,73,2,1,,next,,FALSE,Block,Normal,,"Variable[""playerDecision""] = ""next""",Continue(),,,1677.516;1135.51
NPC_37_74,37,74,2,1,,,,FALSE,Block,Normal,"Variable[""tag""] == ""2""",,Continue(),,,791.0674;327.2985
NPC_37_75,37,75,2,1,,,,FALSE,Block,Normal,"Variable[""tag""] == ""3""",,Continue(),,,1238.309;332.6133
NPC_37_76,37,76,2,1,,,,FALSE,Block,Normal,"Variable[""tag""] == ""4""",,Continue(),,,1661.77;341.9165
NPC_37_77,37,77,2,1,,,,FALSE,Block,Normal,"Variable[""tag""] == ""7""",,Continue(),,,3145.349;331.0518
NPC_37_78,37,78,2,1,,,,FALSE,Block,Normal,"Variable[""tag""] == ""6""",,Continue(),,,2632.894;327.3507
NPC_37_79,37,79,2,1,,,,FALSE,Block,Normal,"Variable[""tag""] == ""5""",,Continue(),,,2102.541;341.9696
NPC_37_80,37,80,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,35.74631;488.7957
NPC_37_81,37,81,2,1,,,在版本控制的特點中\n是能夠容易地追蹤檔案之間的變化的！,FALSE,Block,Normal,,,,,,53.15356;568.361
NPC_37_82,37,82,2,1,,,這是版本控制中的歷史與版本追蹤功能,FALSE,Block,Normal,,,,,,28.94083;640.2878
NPC_37_83,37,83,2,1,,,透過版本控制\n就不再需要在工作環境中複製多份檔案了！,FALSE,Block,Normal,,,,,,217.5305;554.9105
NPC_37_84,37,84,2,1,,,這也保持您工作環境上的整潔！,FALSE,Block,Normal,,,,,,217.5305;636.2537
NPC_37_85,37,85,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,325.304;485.4654
NPC_37_86,37,86,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,456.7325;485.4654
NPC_37_87,37,87,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,664.2514;489.3
NPC_37_88,37,88,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,718.955;489.3
NPC_37_89,37,89,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,803.0612;490.4276
NPC_37_90,37,90,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,1079.38;472.4302
NPC_37_91,37,91,2,1,,,版本控制不只可以在小型的專案上使用,FALSE,Block,Normal,,,,,,366.3453;553.7116
NPC_37_92,37,92,2,1,,,只是越大型、複雜、需要長期管理的專案\n就更適合使用版本控制！,FALSE,Block,Normal,,,,,,378.2171;630.478
NPC_37_93,37,93,2,1,,,在版本控制的特點中\n可以存儲每一次更改的記錄,FALSE,Block,Normal,,,,,,463.629;554.4309
NPC_37_95,37,95,2,1,,,故能方便的比較版本間的不同,FALSE,Block,Normal,,,,,,469.3791;633.6472
NPC_37_96,37,96,2,1,,,雖然版本控制聽起來\n好像與觀察與分析市場需求有關,FALSE,Block,Normal,,,,,,648.6849;560.8979
NPC_37_97,37,97,2,1,,,但是版本控制的主要目標不是這個！,FALSE,Block,Normal,,,,,,663.8973;637.3104
NPC_37_98,37,98,2,1,,,版本控制與 AI 之間或許有關聯\n或許可以使用 AI 來協助使用者開發,FALSE,Block,Normal,,,,,,719.4187;562.2422
NPC_37_99,37,99,2,1,,,但是這不是版本控制的主要目標！,FALSE,Block,Normal,,,,,,709.9747;638.3174
NPC_37_100,37,100,2,1,,,確認專案裡的版本運作正確\n確實是版本控制的一部分,FALSE,Block,Normal,,,,,,805.0234;562.7156
NPC_37_101,37,101,2,1,,,但是它並不是版本控制最主要的目的！,FALSE,Block,Normal,,,,,,794.7054;640.5709
NPC_37_102,37,102,2,1,,,版本控制的主要目的是管理檔案之間的變化,FALSE,Block,Normal,,,,,,929.0972;559.5874
NPC_37_103,37,103,2,1,,,讓開發者能夠追蹤、控制和合併這些變化\n因此提升專案的管理效率,FALSE,Block,Normal,,,,,,930.0482;645.1218
NPC_37_104,37,104,2,1,,,版本控制其中的功能 - 分支管理\n不只可以讓開發上更加穩定、有效率外,FALSE,Block,Normal,,,,,,1091.155;566.1805
NPC_37_105,37,105,2,1,,,它還讓團隊之間可以透過分支獨立開發！,FALSE,Block,Normal,,,,,,1087.492;644.4865
NPC_37_106,37,106,2,1,,,版本控制其中的功能 - 回溯歷史\n當開發者遇到嚴重的錯誤需要\n回到過去版本尋找問題的解決辦法時,FALSE,Block,Normal,,,,,,1168.766;571.0738
NPC_37_107,37,107,2,1,,,版本控制可以讓他們更輕易的移動到不同版本\n正在開發的內容也不會遺失！,FALSE,Block,Normal,,,,,,1177.413;647.2778
NPC_37_108,37,108,2,1,,,版本控制不只可以幫助一個人管理專案,FALSE,Block,Normal,,,,,,1265.659;557.0581
NPC_37_109,37,109,2,1,,,它同時支持團隊間的管理\n讓團隊間可以追蹤版本變化\n避免團隊同時提交檔案造成的衝突等問題,FALSE,Block,Normal,,,,,,1304.404;648.377
NPC_37_110,37,110,2,1,,,版本控制其中的功能 - 分支管理\n是一個非常強大的功能,FALSE,Block,Normal,,,,,,1366.878;564.87
NPC_37_111,37,111,2,1,,,它同樣支持團隊之間的開發\n透過讓成員各自新建分支來開發專案,FALSE,Block,Normal,,,,,,1379.295;646.5152
NPC_37_112,37,112,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,1169.029;472.5302
NPC_37_113,37,113,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,1370.999;471.103
NPC_37_114,37,114,2,1,,,大幅提升了開發上的穩定性和效率！,FALSE,Block,Normal,,,,,,1379.58;718.9335
NPC_37_115,37,115,2,1,,,回答正確！,FALSE,Block,Normal,,,,,,1699.98;474.6751
NPC_37_116,37,116,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,1529.169;475.1867
NPC_37_117,37,117,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,1606.056;473.971
NPC_37_118,37,118,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,1795.46;473.2621
NPC_37_119,37,119,2,1,,,回答正確！,FALSE,Block,Normal,,,,,,1958.955;483.9036
NPC_37_120,37,120,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,2058.595;484.9331
NPC_37_121,37,121,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,2162.996;482.2623
NPC_37_122,37,122,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,2274.845;480.1019
NPC_37_123,37,123,2,1,,,回答正確！,FALSE,Block,Normal,,,,,,2821.337;488.2924
NPC_37_124,37,124,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,2496.546;481.1447
NPC_37_125,37,125,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,2691.554;485.1013
NPC_37_126,37,126,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,2590.289;485.1892
NPC_37_127,37,127,2,1,,,回答正確！,FALSE,Block,Normal,,,,,,3095.557;477.7089
NPC_37_128,37,128,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,3003.319;478.8544
NPC_37_129,37,129,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,3188.568;480.6237
NPC_37_130,37,130,2,1,,,回答不正確,FALSE,Block,Normal,,,,,,3375.667;480.4317
NPC_37_131,37,131,2,1,,,並不是只有程式開發人員才會使用 Git,FALSE,Block,Normal,,,,,,1518.633;568.0922
NPC_37_132,37,132,2,1,,,Git 可以管理任何類型的檔案\n只要是任何需要管理版本差異的專案\n使用 Git 都是非常合適的！,FALSE,Block,Normal,,,,,,1527.904;643.7343
NPC_37_133,37,133,2,1,,,Git 是一個根據版本控制理念創作的工具\n它主要用於管理檔案版本,FALSE,Block,Normal,,,,,,1630.378;564.0619
NPC_37_134,37,134,2,1,,,雖然它可以提升開發專案的效率\n但是並不能直接提升運行程式的效率,FALSE,Block,Normal,,,,,,1639.33;646.0718
NPC_37_135,37,135,2,1,,,Git 可以幫助管理檔案之間的變化,FALSE,Block,Normal,,,,,,1726.479;560.9496
NPC_37_136,37,136,2,1,,,並且它可以記錄每次提交所修改的內容\n在比較版本之間的不同也是很容易的,FALSE,Block,Normal,,,,,,1731.104;646.1626
NPC_37_137,37,137,2,1,,,Git 支持團隊間的協作開發\n並且 Git 的功能可以給予團隊間非常多的幫助,FALSE,Block,Normal,,,,,,1800.22;563.3901
NPC_37_138,37,138,2,1,,,版本控制其中的功能 - 回溯歷史\n可以讓您輕易地移動到不同的版本中,FALSE,Block,Normal,,,,,,1953.068;568.0043
NPC_37_139,37,139,2,1,,,這讓您在偵測錯誤、確認版本差異上\n都有很大的幫助,FALSE,Block,Normal,,,,,,1948.221;644.8228
NPC_37_140,37,140,2,1,,,版本控制中回溯功能\n並不會將正在開發的內容捨棄掉,FALSE,Block,Normal,,,,,,2064.813;563.974
NPC_37_141,37,141,2,1,,,它可以讓您查看不同版本的變化\n也不會影響您正在進行的開發工作,FALSE,Block,Normal,,,,,,2061.038;645.9839
NPC_37_142,37,142,2,1,,,版本控制中的回溯功能運作方式\n與備份檔案的方式不同,FALSE,Block,Normal,,,,,,2160.914;560.8617
NPC_37_143,37,143,2,1,,,回溯功能是在版本控制系統中操作\n而備份檔案的回復需要從備份檔案查找並複製,FALSE,Block,Normal,,,,,,2165.539;646.0747
NPC_37_144,37,144,2,1,,,如果對於初學者來說\n也許移動不同版本這個操作花上一段時間,FALSE,Block,Normal,,,,,,2293.136;560.4451
NPC_37_145,37,145,2,1,,,但是移動到不同版本相對來說花費的時間\n會比使用備份檔案的方式還要快上許多,FALSE,Block,Normal,,,,,,2285.262;646.5248
NPC_37_146,37,146,2,1,,,版本控制的歷史追蹤功能\n除了可以記錄提交的修改內容外,FALSE,Block,Normal,,,,,,2488.814;565.4902
NPC_37_147,37,147,2,1,,,它同時對提交記錄的作者進行了記錄\n以確定是誰做了改動,FALSE,Block,Normal,,,,,,2483.968;642.3088
NPC_37_148,37,148,2,1,,,版本控制的歷史追蹤功能\n會記錄提交時的註解內容,FALSE,Block,Normal,,,,,,2600.559;561.46
NPC_37_149,37,149,2,1,,,這幫助開發者了解每次提交的目的和變更內容,FALSE,Block,Normal,,,,,,2596.784;643.4698
NPC_37_150,37,150,2,1,,,歷史追蹤功能會記錄提交內容的時間,FALSE,Block,Normal,,,,,,2696.66;558.3477
NPC_37_151,37,151,2,1,,,這可以幫助確認修改的時間,FALSE,Block,Normal,,,,,,2701.285;643.5607
NPC_37_152,37,152,2,1,,,文件大小對於版本控制來說並不是主要的,FALSE,Block,Normal,,,,,,2827.746;559.0674
NPC_37_153,37,153,2,1,,,版本控制更註重在提交時檔案間的狀態,FALSE,Block,Normal,,,,,,2821.009;644.0107
NPC_37_155,37,155,2,1,,,版本控制與 Git 之間並不是只是名字上的不同,FALSE,Block,Normal,,,,,,3007.956;568.7417
NPC_37_156,37,156,2,1,,,雖然兩者有一些相同的理念和概念\n但是它們之間的關係是更為複雜的,FALSE,Block,Normal,,,,,,2990.781;635.9714
NPC_37_157,37,157,2,1,,,Git 是一個版本控制系統,FALSE,Block,Normal,,,,,,3134.77;560.6019
NPC_37_158,37,158,2,1,,,開發 Git 的人將版本控制的概念實作\n最後開發出 Git 這個軟體工具,FALSE,Block,Normal,,,,,,3123.722;633.5208
NPC_37_159,37,159,2,1,,,版本控制和 Git 之間有著密切的關係,FALSE,Block,Normal,,,,,,3230.871;557.4896
NPC_37_161,37,161,2,1,,,版本控制擁有支持團隊開發的功能,FALSE,Block,Normal,,,,,,3372.894;559.7718
NPC_37_162,37,162,2,1,,,而 Git 作為以版本控制概念製作的工具\nGit 同時也支持團隊上的協同開發,FALSE,Block,Normal,,,,,,3355.219;643.1526
NPC_38_0,38,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,946.2596;62.94308
NPC_38_65,38,65,2,1,, speechSquare,在完成了小測驗後\r\n您複習了本關卡提到的知識,FALSE,Block,Normal,,"\nVariable[""ImageKey""] = ""speechSquare"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n",,,,946.7683;203.9135
NPC_38_66,38,66,2,1,,,在最後的部分\r\n讓我們來總結一下關卡中學到的東西,FALSE,Block,Normal,,,,,,951.2775;265.5495
NPC_38_67,38,67,2,1,,gitIcon,首先，我們學到了什麼是版本控制與 Git \r\n以及它們所帶來的好處,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""gitIcon"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,959.5416;326.287
NPC_38_68,38,68,2,1,,file,並與第一關卡中使用的方式 - 備份檔案\r\n做了彼此之間的比較,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""file"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,948.0405;388.6636
NPC_38_69,38,69,2,1,,crownStar,最後發現版本控制在很多方面都\r\n勝過使用備份檔案的方式,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""crownStar"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,951.5701;444.546
NPC_38_70,38,70,2,1,,,而在聽了這麼多版本控制的好處後,FALSE,Block,Normal,,,,,,948.0406;507.403
NPC_38_71,38,71,2,1,,tools,下一關卡\r\n讓我們透過實際操作來使用 Git 吧！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""tools"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,945.1833;572.193
NPC_38_72,38,72,2,1,,gitIcon,我們將正式學習 Git 指令\r\n並透過輸入指令來操作 Git\r,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""gitIcon"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,954.6393;646.5147
NPC_38_73,38,73,2,1,,happyFace,感謝您遊玩本次的關卡！\r\n辛苦了！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,954.6393;717.7982
NPC_38_74,38,74,2,1,,BlackOn happyFace,恭喜您完成了本關的回顧測驗！\n您做的很好！,FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n\nVariable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,956.6044;126.7362
NPC_39_0,39,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1392.786;47.56312
NPC_39_31,39,31,2,1,,,我們在下一個關卡裡面再來實際的操作系統吧！,FALSE,Block,Normal,,,,,,1476.625;2614.207
NPC_39_65,39,65,2,1,,,,FALSE,Block,Normal,,,,,,1400.982;139.9166
NPC_39_66,39,66,2,1,,,,FALSE,Block,Normal,,,,,,1400.982;189.9166
NPC_39_67,39,67,2,1,,,,FALSE,Block,Normal,,,,,,1400.982;239.9166
NPC_39_68,39,68,2,1,,,,FALSE,Block,Normal,,,,,,1400.982;289.9166
NPC_39_69,39,69,2,1,,,,FALSE,Block,Normal,,,,,,1400.982;339.9166
NPC_39_70,39,70,2,1,,,,FALSE,Block,Normal,,,,,,1403.106;399.9998
NPC_39_71,39,71,2,1,,,,FALSE,Block,Normal,,,,,,1403.106;449.9998
NPC_39_72,39,72,2,1,,,,FALSE,Block,Normal,,,,,,1403.106;499.9998
NPC_39_73,39,73,2,1,,,,FALSE,Block,Normal,,,,,,1403.106;549.9998
NPC_39_74,39,74,2,1,,,,FALSE,Block,Normal,,,,,,1403.106;599.9998
NPC_39_75,39,75,2,1,,解鎖手冊條目,,FALSE,Block,Normal,,"Variable[""UnlockKey""] = ""C/git init/1""\nFSMEvent(""GameManualWindow/Unlock List"", ""GameManualWindow"", ""UnlockMessage"");",,,,1607.54;139.9166
NPC_39_96,39,96,2,1,,高亮粒子 手冊,如果在遊戲過程中遇到問題\n可以透過 “遊戲手冊” 或者是點擊這裡來獲得幫助！,FALSE,Block,Normal,,"\nFSMEvent(""Hint/Particle/Show Particle"", ""GameManualButton"", ""Highlight Particle"");",,,,1804.745;134.9291
NPC_39_97,39,97,2,2,,Black On,Version 成功總結 1 ！,FALSE,Block,Normal,"CurrentQuestState(""/1"") == ""success""","FSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n",,,,897.5236;113.1147
NPC_39_98,39,98,2,1,,,成功總結 2 ！,FALSE,Block,Normal,"CurrentQuestState(""/2"") == ""success""",,,,,778.4063;186.0779
NPC_39_99,39,99,2,1,,,成功總結 3 ！,FALSE,Block,Normal,"CurrentQuestState(""/3"") == ""success""",,,,,664.7007;257.455
NPC_39_100,39,100,2,1,,,成功總結 4 ！,FALSE,Block,Normal,"CurrentQuestState(""/4"") == ""success""",,,,,535.7715;325.9301
NPC_39_101,39,101,2,1,,,成功總結 5 ！,FALSE,Block,Normal,"CurrentQuestState(""/5"") == ""success""",,,,,420.8112;398.623
NPC_39_102,39,102,2,1,,,Version 正在進行的總結 1 ！,FALSE,Block,Normal,"CurrentQuestState(""Version Control and Local Repository/1"") == ""active""",,,,,1125.463;115.8122
NPC_39_103,39,103,2,1,,,正在進行的總結 2 ！,FALSE,Block,Normal,"CurrentQuestState(""Version Control and Local Repository/2"") == ""active""",,,,,1007.709;187.621
NPC_39_104,39,104,2,1,,,正在進行的總結 3 ！,FALSE,Block,Normal,"CurrentQuestState(""Version Control and Local Repository/3"") == ""active""",,,,,903.7618;258.0067
NPC_39_105,39,105,2,1,,,正在進行的總結 4 ！,FALSE,Block,Normal,"CurrentQuestState(""Version Control and Local Repository/4"") == ""active""",,,,,788.6933;323.3636
NPC_39_106,39,106,2,1,,,正在進行的總結 5 ！,FALSE,Block,Normal,"CurrentQuestState(""Version Control and Local Repository/5"") == ""active""",,,,,669.4073;398.2014
NPC_39_107,39,107,2,1,,,Summary,FALSE,Block,Normal,,,,,,1015.737;48.11333
NPC_39_108,39,108,2,1,,高亮粒子 幫助,,FALSE,Block,Normal,,"FSMEvent(""Hint/Particle/Show Particle"", ""Help Button"", ""Highlight Particle"");\n",,,,1805.715;184.3944
NPC_39_109,39,109,2,1,,(建構開始\r),首先，讓我們先來模擬一下本次的背景環境！,FALSE,Block,Normal,"Variable[""isReplay""] == false","FSMEvent(""Tutorial Popup/Close Tutorial Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Stage Manager/Load Default Background Story"", ""Stage Manager Parent"", ""Background Controller"");\n",,,,2244.368;140.5995
NPC_39_110,39,110,2,1,,(建構重複)\r hammer,首先，讓我們先來模擬一下本次的背景環境！,FALSE,Block,Normal,"Variable[""isReplay""] == true","Variable[""ImageKey""] = ""hammer"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,2060.84;140.2985
NPC_39_111,39,111,2,1,,,,FALSE,Block,Normal,,,,,,2145.083;75.05239
NPC_39_112,39,112,2,1,,紅框高亮位置,,FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/show highlight"", ""xxxxx Hint"", ""Hint"");",,,,1956.533;308.9329
NPC_39_113,39,113,2,1,,紅框取消高亮,,FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""xxxxx Hint"", ""Hint"");",,,,1955.104;368.933
NPC_39_114,39,114,2,1,,展開視窗 + 黑屏,,FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");",,,,1669.835;503.8508
NPC_39_115,39,115,2,1,,解除黑屏,,FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Close Tutorial Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1673.113;560.4082
NPC_39_116,39,116,2,1,,顯示指定視窗,,FALSE,Block,Normal,,"FSMEvent(""Common/Window/Show Window"", ""StagingAreaWindow"", ""Window"");",,,,1959.579;505.4902
NPC_39_117,39,117,2,1,,關閉粒子 手冊,,FALSE,Block,Normal,,"FSMEvent(""Hint/Particle/Close Particle"", ""GameManualButton"", ""Highlight Particle"");",,,,1805.715;234.3944
NPC_39_118,39,118,2,1,,允許操作(無法關閉對話),,FALSE,Block,Normal,,"FSMEvent(""Common/Controller/Enable Control"", ""Stage Manager Parent"", ""Button Controller"");\n\nFSMEvent(""Dialog Button/Hide Button"", ""Continue Button"", ""Button"");\nFSMEvent(""Dialog Button/Hide Button"", ""Skip Button"", ""Button"");",,,,1143.691;341.1527
NPC_39_119,39,119,2,1,,將視窗顯示到黑屏上,,FALSE,Block,Normal,,"FSMEvent(""Highlight Panel/Highlight Panel"", ""FileManagerWindow"", ""Display"");\n",,,,974.0035;595.5668
NPC_39_120,39,120,2,1,,將視窗移出黑屏,,FALSE,Block,Normal,,"FSMEvent(""Highlight Panel/Turn Off Highlight"", ""FileManagerWindow"", ""Display"");",,,,974.2277;658.8371
NPC_39_121,39,121,2,1,,新增任務,,FALSE,Block,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker"", ""Quest Tracker"");",,,,1668.195;372.7032
NPC_39_122,39,122,2,1,,高亮視窗,"接下來，讓我們一起來看看 ""暫存區域"" 的內容吧！",FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Close Content Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Common/Window/Show Window"", ""FileManagerWindow"", ""Window"");\nFSMEvent(""Common/Window/Show Window"", ""StagingAreaWindow"", ""Window"");\n\nVariable[""Switch""] = ""10"";\nFSMEvent(""Highlight Panel/Highlight Panel"", ""FileManagerWindow"", ""Window Display"");\nVariable[""Switch""] = ""01"";\nFSMEvent(""Highlight Panel/Highlight Panel"", ""StagingAreaWindow"", ""Window Display"");\n",,,,1151.956;598.678
NPC_39_123,39,123,2,1,,取消高亮全部視窗,,FALSE,Block,Normal,,"FSMEvent(""Highlight Panel/Turn Off Highlight"", ""Layer 2 MovableField"", ""Window Controller"");",,,,1151.238;660.562
NPC_39_124,39,124,2,1,,允許操作(只有指令輸入),,FALSE,Block,Normal,,"FSMEvent(""CommandLineWindow/CommandInputField/Enable Control"", ""CommandLineWindow"", ""Window"");",,,,1143.375;400.3633
NPC_40_0,40,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1168.449;38.03548
NPC_40_31,40,31,2,1,,,我們在下一個關卡裡面再來實際的操作系統吧！,FALSE,Block,Normal,,,,,,1476.625;2614.207
